Mode_of_Shipment,Customer_rating,Gender,ontime,Decision
Ship,5,F,0,Positif
Ship,1,M,1,Negatif
Ship,1,F,0,Negatif
Ship,3,M,1,Positif
Ship,5,M,0,Positif
Ship,4,F,1,Positif
Ship,3,F,0,Positif
Ship,4,M,0,Positif
Ship,4,M,1,Positif
Ship,3,F,1,Positif
Ship,3,F,0,Positif
Ship,1,M,1,Positif
Ship,1,F,0,Positif
Ship,2,F,0,Positif
Ship,1,F,1,Negatif
Ship,3,M,0,Positif
Ship,5,M,0,Positif
Ship,1,F,0,Positif
Ship,4,M,1,Positif
Ship,5,F,0,Positif
Ship,3,F,0,Positif
Ship,3,F,0,Positif
Ship,1,M,0,Positif
Ship,4,M,0,Positif
Ship,4,M,1,Positif
Ship,3,M,0,Positif
Ship,4,M,1,Positif
Ship,3,F,0,Positif
Ship,2,M,1,Positif
Ship,2,M,0,Positif
Ship,1,M,0,Negatif
Ship,5,M,0,Positif
Ship,5,M,1,Positif
Ship,5,M,1,Positif
Road,5,M,0,Positif
Road,2,M,0,Positif
Road,1,F,0,Negatif
Road,2,F,0,Positif
Road,5,M,1,Positif
Road,5,M,1,Positif
Road,3,F,1,Positif
Road,3,F,0,Positif
Road,1,M,0,Negatif
Road,4,F,0,Positif
Road,2,F,1,Positif
Road,5,F,1,Positif
Road,4,F,1,Positif
Road,4,F,0,Positif
Road,2,F,0,Positif
Road,1,F,0,Negatif
Road,4,F,0,Positif
Road,2,M,0,Positif
Road,1,F,0,Positif
Road,2,M,1,Positif
Road,5,F,1,Positif
Road,5,F,1,Positif
Flight,2,F,1,Positif
Flight,2,M,0,Positif
Flight,4,F,0,Positif
Flight,3,M,0,Positif
Flight,4,M,1,Positif
Flight,3,M,0,Positif
Flight,1,M,0,Positif
Flight,2,F,1,Positif
Flight,4,F,1,Positif
Flight,4,F,1,Positif
Flight,1,M,0,Positif
Flight,5,F,1,Positif
Flight,1,F,1,Positif
Flight,3,F,0,Positif
Flight,5,M,0,Positif
Flight,2,F,0,Positif
Flight,2,F,1,Positif
Flight,1,F,0,Positif
Flight,1,M,0,Negatif
Flight,4,F,0,Positif
Flight,4,F,0,Positif
Flight,4,F,1,Positif
Ship,3,M,0,Positif
Ship,3,M,0,Positif
Ship,1,F,0,Negatif
Ship,1,F,0,Positif
Ship,1,M,1,Negatif
Ship,1,M,0,Negatif
Ship,3,F,0,Positif
Ship,4,F,1,Positif
Ship,4,M,1,Positif
Ship,3,F,1,Positif
Ship,5,M,0,Positif
Ship,1,F,0,Positif
Ship,3,M,1,Positif
Ship,2,F,0,Negatif
Ship,5,F,0,Positif
Ship,5,F,1,Positif
Ship,5,F,1,Positif
Ship,2,M,1,Positif
Ship,3,F,0,Positif
Ship,4,M,1,Positif
Ship,1,M,0,Negatif
Ship,5,F,0,Positif
Ship,2,F,0,Positif
Ship,5,F,1,Positif
Ship,5,M,1,Positif
Ship,3,F,0,Positif
Ship,3,F,0,Positif
Ship,3,F,1,Positif
Ship,4,M,0,Positif
Ship,2,M,1,Negatif
Ship,2,F,0,Positif
Ship,2,M,0,Positif
Ship,4,M,0,Positif
Ship,2,M,1,Positif
Ship,4,F,1,Positif
Ship,3,F,0,Positif
Ship,1,M,0,Negatif
Ship,4,M,0,Positif
Ship,5,M,1,Positif
Ship,2,F,0,Positif
Ship,1,M,1,Negatif
Ship,5,F,1,Positif
Ship,5,F,0,Positif
Ship,3,M,1,Positif
Ship,4,F,1,Positif
Ship,1,F,0,Negatif
Ship,4,F,0,Positif
Ship,1,F,1,Negatif
Ship,3,F,1,Positif
Ship,2,F,0,Negatif
Ship,1,M,0,Positif
Ship,3,F,0,Positif
Ship,1,F,0,Negatif
Ship,3,F,1,Positif
Ship,5,F,0,Positif
Ship,5,M,0,Positif
Ship,2,M,1,Positif
Ship,1,M,1,Negatif
Ship,4,F,1,Positif
Ship,1,M,0,Negatif
Ship,2,F,1,Positif
Ship,1,M,1,Negatif
Ship,4,F,0,Positif
Ship,3,F,0,Positif
Ship,1,M,0,Negatif
Ship,2,F,1,Negatif
Ship,2,M,0,Negatif
Ship,3,M,0,Positif
Ship,2,M,0,Negatif
Ship,4,M,0,Positif
Ship,1,M,0,Positif
Ship,4,M,0,Positif
Ship,1,F,0,Negatif
Ship,5,F,0,Positif
Ship,3,M,0,Positif
Ship,3,F,0,Positif
Ship,2,M,1,Negatif
Ship,2,M,1,Negatif
Ship,1,M,0,Negatif
Ship,3,F,0,Positif
Ship,5,M,0,Positif
Ship,1,M,0,Negatif
Ship,1,M,0,Positif
Ship,1,F,0,Negatif
Ship,2,F,1,Negatif
Ship,3,F,0,Positif
Ship,1,F,0,Negatif
Ship,5,M,1,Positif
Ship,5,F,0,Positif
Ship,3,M,1,Positif
Ship,2,M,1,Negatif
Ship,1,M,0,Negatif
Ship,4,M,0,Positif
Road,5,M,1,Positif
Road,4,M,0,Positif
Road,4,F,0,Positif
Road,1,M,1,Negatif
Road,4,M,1,Positif
Road,2,M,1,Positif
Road,2,M,1,Negatif
Road,4,F,0,Positif
Road,1,M,1,Negatif
Road,1,F,0,Negatif
Road,4,F,0,Positif
Road,2,M,1,Positif
Road,5,M,1,Positif
Road,4,M,0,Positif
Road,1,F,1,Negatif
Road,1,F,1,Negatif
Road,5,F,1,Positif
Road,2,F,0,Positif
Road,4,M,0,Positif
Road,5,M,1,Positif
Road,2,M,0,Negatif
Road,5,F,1,Positif
Flight,4,M,0,Positif
Flight,5,M,0,Positif
Flight,1,M,1,Positif
Flight,1,F,0,Negatif
Flight,4,F,1,Positif
Flight,4,F,0,Positif
Flight,1,F,1,Negatif
Flight,3,M,0,Positif
Flight,4,F,1,Positif
Flight,5,M,0,Positif
Flight,5,F,0,Positif
Flight,3,F,1,Positif
Flight,5,M,0,Positif
Flight,1,M,1,Positif
Flight,1,M,0,Negatif
Flight,4,F,0,Positif
Flight,1,F,1,Negatif
Flight,4,M,1,Positif
Flight,3,M,1,Positif
Flight,2,F,1,Positif
Flight,2,M,0,Positif
Flight,1,F,0,Negatif
Ship,1,M,0,Negatif
Ship,3,F,0,Positif
Ship,3,F,1,Positif
Ship,3,M,0,Positif
Ship,3,M,0,Positif
Ship,3,F,1,Positif
Ship,4,F,0,Positif
Ship,1,M,1,Positif
Ship,2,F,1,Negatif
Ship,1,M,0,Negatif
Ship,4,F,1,Positif
Ship,3,M,0,Positif
Ship,5,M,1,Positif
Ship,4,F,0,Positif
Ship,2,F,0,Negatif
Ship,2,M,1,Positif
Ship,3,M,1,Positif
Ship,3,F,1,Positif
Ship,4,F,0,Positif
Ship,2,M,0,Positif
Ship,5,M,1,Positif
Ship,1,M,1,Positif
Ship,5,M,0,Positif
Ship,1,F,1,Positif
Ship,4,M,1,Positif
Ship,1,F,0,Positif
Ship,4,F,0,Positif
Ship,3,F,1,Positif
Ship,3,M,0,Positif
Ship,4,F,1,Positif
Ship,5,M,1,Positif
Ship,4,M,0,Positif
Ship,4,F,1,Positif
Ship,3,M,0,Positif
Ship,2,M,1,Negatif
Ship,2,F,0,Positif
Ship,3,M,0,Positif
Ship,1,M,0,Negatif
Ship,4,M,0,Positif
Ship,5,F,0,Positif
Ship,1,M,0,Negatif
Ship,3,F,0,Positif
Ship,2,M,1,Positif
Ship,1,F,0,Positif
Ship,4,F,1,Positif
Ship,2,M,0,Negatif
Ship,5,F,0,Positif
Ship,3,M,1,Positif
Ship,3,F,1,Positif
Ship,2,M,0,Positif
Ship,3,M,0,Positif
Ship,4,M,0,Positif
Ship,5,F,1,Positif
Ship,1,F,0,Positif
Ship,2,M,1,Positif
Ship,4,F,1,Positif
Ship,2,F,0,Positif
Ship,5,F,0,Positif
Ship,5,F,1,Positif
Ship,5,F,0,Positif
Ship,5,F,0,Positif
Ship,4,F,0,Positif
Ship,5,M,1,Positif
Ship,2,M,0,Positif
Ship,5,F,0,Positif
Ship,4,M,0,Positif
Ship,3,F,0,Positif
Ship,5,M,0,Positif
Ship,2,F,1,Positif
Ship,2,M,1,Positif
Ship,1,F,0,Positif
Ship,5,M,1,Positif
Ship,2,F,1,Positif
Ship,3,F,0,Positif
Ship,3,F,0,Positif
Ship,5,M,1,Positif
Ship,1,M,0,Negatif
Ship,1,F,0,Positif
Ship,3,F,0,Positif
Ship,5,F,0,Positif
Ship,5,M,0,Positif
Ship,3,M,1,Positif
Ship,1,F,1,Positif
Ship,4,F,1,Positif
Ship,5,M,1,Positif
Ship,4,M,0,Positif
Ship,4,M,0,Positif
Ship,3,F,1,Positif
Ship,3,M,1,Positif
Ship,5,F,1,Positif
Ship,3,F,0,Positif
Ship,2,F,1,Positif
Ship,3,M,0,Positif
Road,3,M,0,Positif
Road,5,M,0,Positif
Road,3,F,1,Positif
Road,3,F,0,Positif
Road,2,M,0,Positif
Road,5,M,0,Positif
Road,3,F,0,Positif
Road,2,M,1,Positif
Road,5,M,1,Positif
Road,3,F,0,Positif
Road,1,F,0,Positif
Road,5,F,1,Positif
Road,1,F,0,Positif
Road,2,M,0,Positif
Road,4,F,1,Positif
Road,5,F,1,Positif
Road,3,F,1,Positif
Road,5,M,1,Positif
Road,4,M,1,Positif
Road,2,F,1,Positif
Road,2,M,1,Positif
Road,4,M,1,Positif
Flight,4,M,1,Positif
Flight,2,M,0,Negatif
Flight,1,M,0,Positif
Flight,1,M,0,Negatif
Flight,4,M,1,Positif
Flight,4,F,0,Positif
Flight,2,M,0,Positif
Flight,1,M,0,Negatif
Flight,5,M,1,Positif
Flight,5,M,0,Positif
Flight,5,F,1,Positif
Flight,2,M,1,Positif
Flight,5,F,1,Positif
Flight,2,M,1,Positif
Flight,2,F,0,Positif
Flight,2,F,1,Negatif
Flight,1,M,0,Negatif
Flight,4,M,0,Positif
Flight,3,M,0,Positif
Flight,5,M,1,Positif
Flight,3,M,1,Positif
Flight,4,F,1,Positif
Ship,1,F,0,Positif
Ship,2,F,0,Positif
Ship,5,F,0,Positif
Ship,4,M,1,Positif
Ship,2,F,0,Positif
Ship,5,M,0,Positif
Ship,4,F,0,Positif
Ship,3,F,0,Positif
Ship,3,M,1,Negatif
Ship,5,F,1,Positif
Ship,5,M,1,Positif
Ship,3,F,1,Positif
Ship,1,F,1,Positif
Ship,5,F,0,Positif
Ship,2,M,0,Positif
Ship,5,F,0,Positif
Ship,2,M,0,Negatif
Ship,3,M,0,Positif
Ship,4,M,0,Positif
Ship,5,M,0,Positif
Ship,5,F,0,Positif
Ship,4,F,0,Positif
Ship,2,F,0,Positif
Ship,5,M,0,Positif
Ship,3,F,1,Positif
Ship,4,F,0,Positif
Ship,2,F,0,Negatif
Ship,5,F,1,Positif
Ship,1,F,0,Negatif
Ship,5,M,0,Positif
Ship,4,F,1,Positif
Ship,1,F,1,Negatif
Ship,1,M,1,Negatif
Ship,2,F,1,Positif
Ship,1,F,0,Negatif
Ship,5,F,1,Positif
Ship,3,F,1,Positif
Ship,3,M,1,Positif
Ship,4,M,1,Positif
Ship,3,M,0,Positif
Ship,4,M,0,Positif
Ship,1,F,0,Positif
Ship,4,M,0,Positif
Ship,1,M,0,Negatif
Ship,2,M,0,Positif
Ship,5,M,0,Positif
Ship,2,M,1,Negatif
Ship,1,F,0,Negatif
Ship,2,M,1,Positif
Ship,4,F,1,Positif
Ship,1,M,0,Positif
Ship,4,M,1,Positif
Ship,1,M,0,Negatif
Ship,4,F,0,Positif
Ship,5,M,0,Positif
Ship,2,M,0,Positif
Ship,5,M,0,Positif
Ship,5,F,1,Positif
Ship,2,F,0,Positif
Ship,4,M,0,Positif
Ship,2,F,0,Negatif
Ship,5,F,0,Positif
Ship,1,M,0,Negatif
Ship,2,F,1,Positif
Ship,5,F,1,Positif
Ship,4,M,1,Positif
Ship,1,F,1,Negatif
Ship,3,F,0,Positif
Ship,3,F,0,Positif
Ship,1,M,1,Positif
Ship,4,F,0,Positif
Ship,3,F,0,Positif
Ship,3,F,1,Positif
Ship,4,F,0,Positif
Ship,1,M,1,Negatif
Ship,5,F,0,Positif
Ship,2,F,1,Positif
Ship,2,M,1,Positif
Ship,3,F,0,Positif
Ship,5,M,0,Positif
Ship,3,M,1,Positif
Ship,3,F,1,Positif
Ship,2,M,0,Positif
Ship,4,M,1,Positif
Ship,4,M,0,Positif
Ship,3,F,1,Positif
Ship,3,M,0,Positif
Ship,3,M,0,Negatif
Ship,5,F,0,Positif
Ship,3,F,0,Positif
Ship,4,M,0,Positif
Ship,3,M,0,Positif
Ship,1,M,0,Negatif
Road,5,F,0,Positif
Road,5,M,1,Positif
Road,4,F,0,Positif
Road,4,M,1,Positif
Road,4,M,0,Positif
Road,5,M,1,Positif
Road,4,M,0,Positif
Road,2,F,0,Negatif
Road,1,M,0,Negatif
Road,5,F,0,Positif
Road,1,F,0,Positif
Road,2,M,0,Negatif
Road,1,F,0,Positif
Road,2,F,1,Negatif
Road,2,F,1,Positif
Road,2,M,0,Negatif
Road,3,M,0,Positif
Road,3,F,1,Positif
Road,2,F,0,Negatif
Road,4,F,0,Positif
Road,5,M,0,Positif
Road,3,F,1,Positif
Flight,4,M,1,Positif
Flight,2,M,0,Negatif
Flight,2,M,1,Positif
Flight,5,F,0,Positif
Flight,2,F,0,Positif
Flight,4,M,1,Positif
Flight,4,F,0,Positif
Flight,1,F,1,Negatif
Flight,3,F,1,Positif
Flight,4,M,1,Positif
Flight,1,F,1,Negatif
Flight,4,M,0,Positif
Flight,3,F,0,Positif
Flight,5,F,0,Positif
Flight,5,F,0,Positif
Flight,3,F,1,Positif
Flight,1,F,0,Positif
Flight,1,F,0,Positif
Flight,4,M,0,Positif
Flight,2,M,0,Positif
Flight,3,F,1,Positif
Flight,3,F,0,Positif
Ship,4,M,0,Positif
Ship,5,F,1,Positif
Ship,4,M,0,Positif
Ship,1,F,0,Positif
Ship,1,M,1,Positif
Ship,3,F,1,Positif
Ship,2,F,0,Positif
Ship,2,F,0,Positif
Ship,5,F,0,Positif
Ship,4,F,0,Positif
Ship,4,M,1,Positif
Ship,1,F,0,Negatif
Ship,5,F,1,Positif
Ship,1,M,1,Negatif
Ship,1,F,0,Positif
Ship,5,F,1,Positif
Ship,5,F,0,Positif
Ship,1,F,0,Negatif
Ship,1,F,1,Negatif
Ship,2,F,1,Negatif
Ship,5,F,0,Positif
Ship,5,F,1,Positif
Ship,3,M,1,Positif
Ship,2,M,0,Negatif
Ship,1,M,1,Positif
Ship,2,F,0,Positif
Ship,1,M,0,Negatif
Ship,5,M,0,Positif
Ship,2,F,0,Positif
Ship,4,M,0,Positif
Ship,5,F,1,Positif
Ship,1,M,0,Positif
Ship,2,F,1,Positif
Ship,2,F,1,Positif
Ship,3,F,0,Positif
Ship,2,M,0,Positif
Ship,5,M,0,Positif
Ship,5,F,1,Positif
Ship,3,M,1,Positif
Ship,4,F,1,Positif
Ship,1,M,0,Negatif
Ship,1,F,1,Positif
Ship,4,M,0,Positif
Ship,2,M,0,Positif
Ship,3,M,1,Positif
Ship,1,F,1,Positif
Ship,2,F,0,Positif
Ship,1,M,0,Positif
Ship,2,M,0,Positif
Ship,3,M,1,Positif
Ship,3,M,1,Positif
Ship,2,F,1,Positif
Ship,5,M,0,Positif
Ship,4,M,1,Positif
Ship,4,F,0,Positif
Ship,5,F,0,Positif
Ship,1,F,1,Positif
Ship,3,M,0,Positif
Ship,3,F,0,Positif
Ship,5,F,0,Positif
Ship,3,F,0,Positif
Ship,4,F,1,Positif
Ship,2,F,0,Positif
Ship,5,F,1,Positif
Ship,5,F,0,Positif
Ship,3,F,1,Positif
Ship,2,M,1,Positif
Ship,5,M,0,Positif
Ship,3,F,0,Positif
Ship,2,F,0,Positif
Ship,4,F,0,Positif
Ship,4,M,1,Positif
Ship,4,M,0,Positif
Ship,2,F,0,Positif
Ship,3,F,0,Positif
Ship,2,F,1,Positif
Ship,4,M,0,Positif
Ship,2,M,1,Positif
Ship,5,F,0,Positif
Ship,5,F,0,Positif
Ship,4,M,1,Positif
Ship,2,F,0,Positif
Ship,3,M,1,Positif
Ship,2,F,0,Positif
Ship,3,M,0,Positif
Ship,5,F,0,Positif
Ship,4,M,0,Positif
Ship,3,M,0,Positif
Ship,2,F,0,Negatif
Ship,5,M,1,Positif
Ship,3,F,0,Positif
Ship,1,F,1,Negatif
Ship,5,M,0,Positif
Road,2,M,0,Positif
Road,2,M,0,Positif
Road,2,M,1,Positif
Road,2,F,1,Negatif
Road,1,F,0,Negatif
Road,2,M,1,Negatif
Road,3,M,1,Positif
Road,2,M,0,Positif
Road,3,F,1,Positif
Road,2,F,1,Positif
Road,3,F,1,Positif
Road,4,M,1,Positif
Road,5,M,1,Positif
Road,5,F,0,Positif
Road,5,M,0,Positif
Road,5,M,0,Positif
Road,2,F,1,Positif
Road,1,F,0,Negatif
Road,3,M,0,Positif
Road,2,F,0,Positif
Road,1,F,1,Negatif
Road,4,M,0,Positif
Flight,1,F,0,Negatif
Flight,5,M,1,Positif
Flight,3,M,0,Positif
Flight,3,M,0,Positif
Flight,1,F,0,Negatif
Flight,4,M,0,Positif
Flight,4,M,1,Positif
Flight,5,F,1,Positif
Flight,1,M,0,Negatif
Flight,1,M,0,Negatif
Flight,4,F,0,Positif
Flight,3,F,1,Positif
Flight,3,F,1,Positif
Flight,1,F,1,Negatif
Flight,5,M,1,Positif
Flight,2,F,1,Positif
Flight,1,M,0,Negatif
Flight,1,M,0,Negatif
Flight,3,M,0,Positif
Flight,4,F,0,Positif
Flight,5,F,0,Positif
Flight,4,F,0,Positif
Ship,2,M,0,Negatif
Ship,4,M,0,Positif
Ship,3,F,0,Positif
Ship,5,M,1,Positif
Ship,1,F,1,Negatif
Ship,3,M,1,Negatif
Ship,1,M,1,Positif
Ship,4,M,0,Positif
Ship,3,F,1,Positif
Ship,5,F,0,Positif
Ship,5,M,1,Positif
Ship,4,F,1,Positif
Ship,4,F,1,Positif
Ship,1,F,0,Negatif
Ship,3,M,0,Positif
Ship,2,M,0,Positif
Ship,4,F,1,Positif
Ship,3,M,0,Positif
Ship,5,M,0,Positif
Ship,2,M,1,Negatif
Ship,2,F,1,Negatif
Ship,3,F,1,Positif
Ship,2,F,0,Positif
Ship,3,M,0,Positif
Ship,4,F,1,Positif
Ship,2,M,0,Positif
Ship,5,F,0,Positif
Ship,4,M,1,Positif
Ship,2,F,0,Negatif
Ship,4,F,0,Positif
Ship,1,F,0,Negatif
Ship,2,M,0,Positif
Ship,2,M,0,Positif
Ship,1,F,1,Positif
Ship,3,F,1,Positif
Ship,4,F,0,Positif
Ship,1,M,1,Positif
Ship,5,M,1,Positif
Ship,5,F,1,Positif
Ship,2,F,1,Positif
Ship,1,F,0,Negatif
Ship,5,F,1,Positif
Ship,1,F,1,Positif
Ship,1,M,0,Negatif
Ship,1,M,1,Negatif
Ship,3,M,0,Positif
Ship,1,F,0,Negatif
Ship,4,F,1,Positif
Ship,3,M,0,Positif
Ship,4,M,1,Positif
Ship,1,F,0,Negatif
Ship,3,F,0,Positif
Ship,1,M,1,Negatif
Ship,4,F,0,Positif
Ship,4,F,0,Positif
Ship,4,M,1,Positif
Ship,3,M,0,Positif
Ship,4,F,1,Positif
Ship,3,F,1,Positif
Ship,2,M,0,Positif
Ship,5,F,1,Positif
Ship,3,F,0,Positif
Ship,4,M,0,Positif
Ship,2,F,0,Negatif
Ship,4,M,1,Positif
Ship,1,F,0,Positif
Ship,4,F,0,Positif
Ship,5,F,1,Positif
Ship,3,M,0,Positif
Ship,1,M,0,Negatif
Ship,1,M,0,Negatif
Ship,3,F,0,Positif
Ship,5,M,1,Positif
Ship,2,M,0,Positif
Ship,1,M,0,Positif
Ship,1,F,1,Negatif
Ship,5,F,1,Positif
Ship,5,M,0,Positif
Ship,1,F,0,Positif
Ship,4,F,1,Positif
Ship,2,M,0,Negatif
Ship,2,M,0,Negatif
Ship,2,M,1,Negatif
Ship,3,M,0,Positif
Ship,2,F,0,Positif
Ship,3,M,0,Positif
Ship,4,M,0,Positif
Ship,5,M,0,Positif
Ship,2,M,0,Positif
Ship,5,F,0,Positif
Ship,5,F,0,Positif
Ship,3,M,1,Negatif
Ship,4,M,0,Positif
Road,4,M,0,Positif
Road,3,M,1,Positif
Road,5,M,0,Positif
Road,2,M,0,Negatif
Road,5,M,0,Positif
Road,5,M,1,Positif
Road,1,F,0,Negatif
Road,5,F,0,Positif
Road,4,F,0,Positif
Road,4,M,0,Positif
Road,3,F,0,Positif
Road,4,F,1,Positif
Road,2,F,0,Positif
Road,2,M,0,Positif
Road,1,M,1,Negatif
Road,4,F,0,Positif
Road,5,F,1,Positif
Road,2,M,0,Positif
Road,5,F,1,Positif
Road,1,F,0,Positif
Road,4,F,1,Positif
Road,2,F,0,Positif
Flight,1,F,0,Negatif
Flight,5,F,1,Positif
Flight,1,F,1,Negatif
Flight,4,F,1,Positif
Flight,5,F,1,Positif
Flight,2,F,1,Positif
Flight,5,M,0,Positif
Flight,1,M,0,Positif
Flight,5,M,1,Positif
Flight,5,M,0,Positif
Flight,4,M,1,Positif
Flight,1,M,0,Positif
Flight,5,F,0,Positif
Flight,3,F,1,Positif
Flight,2,F,0,Positif
Flight,3,F,1,Positif
Flight,1,M,0,Positif
Flight,5,M,0,Positif
Flight,4,F,0,Positif
Flight,1,M,1,Negatif
Flight,3,F,1,Positif
Flight,4,F,0,Positif
Ship,4,M,0,Positif
Ship,4,F,1,Positif
Ship,5,M,1,Positif
Ship,3,M,1,Positif
Ship,3,M,1,Positif
Ship,1,M,0,Negatif
Ship,4,M,0,Positif
Ship,1,M,1,Negatif
Ship,1,F,0,Positif
Ship,3,M,0,Positif
Ship,5,F,0,Positif
Ship,5,M,0,Positif
Ship,1,F,1,Positif
Ship,4,F,0,Positif
Ship,5,M,0,Positif
Ship,2,M,0,Positif
Ship,2,F,0,Positif
Ship,2,M,0,Negatif
Ship,3,F,1,Positif
Ship,4,F,1,Positif
Ship,2,F,1,Negatif
Ship,3,F,0,Positif
Ship,3,F,0,Positif
Ship,4,M,1,Positif
Ship,2,M,0,Positif
Ship,5,M,0,Positif
Ship,1,M,1,Positif
Ship,2,M,0,Positif
Ship,3,F,0,Positif
Ship,5,F,0,Positif
Ship,2,F,1,Positif
Ship,3,F,0,Positif
Ship,2,M,0,Positif
Ship,4,F,0,Positif
Ship,1,F,0,Negatif
Ship,5,M,1,Positif
Ship,3,F,0,Positif
Ship,1,F,0,Positif
Ship,4,M,1,Positif
Ship,4,M,1,Positif
Ship,3,F,1,Positif
Ship,5,M,0,Positif
Ship,5,M,0,Positif
Ship,5,M,0,Positif
Ship,3,F,1,Positif
Ship,1,F,1,Positif
Ship,4,F,0,Positif
Ship,5,F,1,Positif
Ship,1,M,1,Positif
Ship,2,F,1,Positif
Ship,2,M,0,Positif
Ship,2,F,0,Positif
Ship,1,F,0,Positif
Ship,2,M,0,Positif
Ship,1,M,1,Negatif
Ship,5,M,1,Positif
Ship,3,M,1,Positif
Ship,5,F,0,Positif
Ship,1,M,0,Positif
Ship,2,F,0,Positif
Ship,5,F,0,Positif
Ship,1,F,1,Positif
Ship,3,F,0,Positif
Ship,3,M,1,Positif
Ship,3,F,1,Positif
Ship,3,M,0,Positif
Ship,5,F,1,Positif
Ship,3,M,0,Positif
Ship,3,F,0,Positif
Ship,5,M,0,Positif
Ship,2,F,1,Positif
Ship,1,F,1,Positif
Ship,4,F,0,Positif
Ship,1,M,0,Negatif
Ship,3,F,1,Positif
Ship,3,M,1,Positif
Ship,1,F,1,Negatif
Ship,3,F,1,Positif
Ship,1,M,0,Positif
Ship,5,F,1,Positif
Ship,3,M,0,Positif
Ship,4,F,0,Positif
Ship,1,F,0,Positif
Ship,5,F,1,Positif
Ship,2,M,1,Positif
Ship,1,F,1,Positif
Ship,3,M,0,Positif
Ship,2,M,0,Positif
Ship,3,F,1,Positif
Ship,5,M,0,Positif
Ship,5,F,1,Positif
Ship,1,F,1,Negatif
Ship,3,M,0,Positif
Road,1,M,1,Negatif
Road,1,F,1,Negatif
Road,2,F,1,Positif
Road,1,F,0,Negatif
Road,1,F,1,Negatif
Road,1,M,0,Negatif
Road,5,M,0,Positif
Road,3,M,1,Positif
Road,2,M,0,Negatif
Road,5,F,0,Positif
Road,3,M,1,Positif
Road,4,M,0,Positif
Road,4,M,0,Positif
Road,1,M,1,Negatif
Road,3,M,1,Positif
Road,3,F,0,Positif
Road,4,F,0,Positif
Road,1,F,0,Positif
Road,4,F,0,Positif
Road,4,M,0,Positif
Road,5,M,0,Positif
Road,1,F,0,Negatif
Flight,5,M,1,Positif
Flight,3,F,1,Positif
Flight,4,M,0,Positif
Flight,4,M,1,Positif
Flight,5,M,0,Positif
Flight,5,M,1,Positif
Flight,3,M,1,Positif
Flight,2,F,1,Negatif
Flight,3,F,0,Positif
Flight,4,F,1,Positif
Flight,3,M,0,Positif
Flight,2,F,0,Negatif
Flight,4,M,1,Positif
Flight,5,F,1,Positif
Flight,4,M,1,Positif
Flight,2,F,0,Positif
Flight,2,M,1,Positif
Flight,3,F,0,Positif
Flight,5,M,0,Positif
Flight,5,F,0,Positif
Flight,1,M,0,Negatif
Flight,1,F,1,Negatif
Ship,2,F,0,Positif
Ship,4,M,0,Positif
Ship,5,F,0,Positif
Ship,5,F,1,Positif
Ship,3,F,0,Positif
Ship,3,F,0,Positif
Ship,5,F,0,Positif
Ship,4,M,0,Positif
Ship,2,F,1,Positif
Ship,1,M,1,Negatif
Ship,2,M,1,Negatif
Ship,2,F,0,Positif
Ship,5,F,0,Positif
Ship,4,M,1,Positif
Ship,2,M,0,Positif
Ship,2,F,0,Positif
Ship,5,M,0,Positif
Ship,1,M,0,Positif
Ship,4,M,1,Positif
Ship,5,M,1,Positif
Ship,5,F,0,Positif
Ship,2,F,1,Negatif
Ship,4,F,1,Positif
Ship,2,F,1,Positif
Ship,2,M,1,Negatif
Ship,2,F,1,Negatif
Ship,5,F,0,Positif
Ship,3,F,1,Positif
Ship,4,F,1,Positif
Ship,2,M,1,Positif
Ship,1,F,1,Negatif
Ship,5,F,0,Positif
Ship,1,F,1,Negatif
Ship,2,M,0,Negatif
Ship,1,F,0,Negatif
Ship,2,F,0,Positif
Ship,4,M,1,Positif
Ship,2,F,1,Positif
Ship,3,M,1,Positif
Ship,5,F,0,Positif
Ship,4,M,1,Positif
Ship,1,F,0,Negatif
Ship,3,F,0,Positif
Ship,1,F,0,Negatif
Ship,3,M,1,Positif
Ship,3,F,0,Positif
Ship,3,M,1,Positif
Ship,5,F,1,Positif
Ship,5,M,1,Positif
Ship,5,M,1,Positif
Ship,2,F,1,Positif
Ship,1,F,1,Negatif
Ship,3,M,1,Positif
Ship,2,M,0,Negatif
Ship,2,M,0,Negatif
Ship,4,M,1,Positif
Ship,4,F,0,Positif
Ship,4,F,1,Positif
Ship,2,F,0,Positif
Ship,5,M,1,Positif
Ship,2,F,0,Negatif
Ship,2,M,0,Negatif
Ship,1,M,0,Negatif
Ship,5,F,1,Positif
Ship,2,M,0,Positif
Ship,4,M,1,Positif
Ship,1,F,0,Negatif
Ship,4,F,1,Positif
Ship,3,F,0,Positif
Ship,4,M,0,Positif
Ship,3,F,0,Positif
Ship,2,F,0,Positif
Ship,4,F,0,Positif
Ship,4,F,0,Positif
Ship,3,M,0,Positif
Ship,5,F,0,Positif
Ship,2,M,0,Positif
Ship,4,F,1,Positif
Ship,1,M,1,Negatif
Ship,5,M,0,Positif
Ship,3,M,1,Positif
Ship,5,M,1,Positif
Ship,1,F,0,Negatif
Ship,3,M,0,Positif
Ship,3,F,0,Positif
Ship,3,M,0,Positif
Ship,4,F,1,Positif
Ship,1,F,1,Negatif
Ship,5,M,0,Positif
Ship,2,F,0,Positif
Ship,3,M,0,Positif
Ship,4,M,1,Positif
Ship,4,M,0,Positif
Road,5,F,0,Positif
Road,2,M,1,Negatif
Road,1,F,0,Positif
